chromosome	start	end	length	SV
Chr4	4968175	4969597	1422	DUP
Chr4	4982393	4989223	6830	DUP
Chr4	4991189	4991562	373	TL
Chr4	4992097	4992421	324	DUP
Chr4	4992531	4993060	529	DUP
Chr4	4993059	4994697	1638	DUP
Chr4	4994693	4995552	859	DUP
Chr4	4996039	4997797	1758	TL
Chr4	5013710	5016267	2557	DUP
Chr4	5016267	5017502	1235	TL
Chr4	5017508	5019067	1559	DUP
Chr4	5018029	5019666	1637	DUP
Chr4	5019702	5020860	1158	DUP
Chr4	5020616	5021347	731	TL
Chr4	5021354	5022437	1083	TL
Chr4	5022477	5023153	676	TL
Chr4	5024316	5027709	3393	DUP
Chr4	5028523	5029630	1107	DUP
Chr4	5029933	5030099	166	DUP
Chr4	5032413	5032946	533	TL
Chr4	5043755	5045333	1578	DUP
Chr4	5043755	5045970	2215	DUP
Chr4	5045970	5053945	7975	TL
Chr4	5047934	5052143	4209	DUP
Chr4	5053767	5054137	370	DUP
Chr4	5054143	5055393	1250	DUP
Chr4	5054143	5057114	2971	TL
Chr4	5055259	5057114	1855	DUP
Chr4	5055442	5057114	1672	DUP
Chr4	5055442	5057114	1672	DUP
Chr4	5055991	5057114	1123	DUP
Chr4	5056206	5057114	908	DUP
Chr4	5057112	5057642	530	DUP
Chr4	5057647	5058818	1171	DUP
Chr4	5059477	5063303	3826	TL
Chr4	5063537	5065647	2110	DUP
Chr4	5065244	5068061	2817	DUP
Chr4	5066908	5071654	4746	DUP
Chr4	5069724	5071655	1931	TL
Chr4	5071653	5074228	2575	DUP
Chr4	5074747	5075819	1072	TL
Chr4	5074942	5075819	877	DUP
Chr4	5075666	5075819	153	DUP
Chr4	5075820	5076462	642	TL
Chr4	5078576	5079098	522	TL
Chr4	5078578	5084228	5650	DUP
Chr4	5091341	5092786	1445	DUP
Chr4	5092783	5093786	1003	DUP
Chr4	5096803	5096976	173	DUP
Chr4	5096901	5098792	1891	DUP
Chr4	5097216	5098792	1576	DUP
Chr4	5099261	5099577	316	DUP
Chr4	5099540	5100917	1377	TL
Chr4	5100725	5101142	417	DUP
Chr4	5101136	5102578	1442	TL
Chr4	5101201	5104644	3443	DUP
Chr4	5104967	5107172	2205	DUP
Chr4	5107209	5107541	332	TL
Chr4	5107406	5108552	1146	DUP
Chr4	5108705	5109654	949	DUP
Chr4	5118090	5119753	1663	DUP
Chr4	5118597	5119752	1155	TL
Chr4	5127101	5127650	549	DUP
Chr4	5128025	5132918	4893	TL
Chr4	5132759	5132878	119	DUP
Chr4	5133013	5135153	2140	DUP
Chr4	5138503	5140007	1504	DUP
Chr4	5146177	5147389	1212	DUP
Chr4	5174254	5176249	1995	DUP
Chr4	5176442	5177104	662	DUP
Chr4	5177122	5177705	583	TL
Chr4	5199325	5199763	438	DEL
Chr4	5178947	5180759	1812	DUP
Chr4	5178948	5180759	1811	DUP
Chr4	5179428	5180759	1331	DUP
Chr4	5180452	5180760	308	DUP
Chr4	5200519	5203603	3084	DUP
Chr4	5203791	5203897	106	TL
Chr4	5041421	5041472	51	INS
Chr4	5274069	5274424	355	DUP
Chr4	5274456	5275838	1382	TL
Chr4	5279266	5279715	449	DUP
Chr4	5095061	5095114	53	INS
Chr4	5302201	5302819	618	DUP
Chr4	5303773	5304808	1035	TL
Chr4	5303923	5304198	275	DUP
Chr4	5107267	5107321	54	INS
Chr4	5111362	5111442	80	INS
Chr4	5326460	5331574	5114	TL
Chr4	5354110	5354296	186	DUP
Chr4	5354113	5354266	153	DUP
Chr4	5354113	5355725	1612	DUP
Chr4	5354114	5355724	1610	DUP
Chr4	5359703	5359838	135	DUP
Chr4	5141113	5141165	52	INS
Chr4	5170686	5170900	214	INS
Chr4	5243439	5243493	54	INS
Chr4	5398056	5398481	425	DUP
Chr4	5401824	5402784	960	DUP
Chr4	5422341	5423324	983	DUP
Chr4	5425322	5427579	2257	DUP
Chr4	5475842	5476395	553	DUP
Chr4	5490166	5490792	626	DUP
Chr4	5517820	5518730	910	DUP
Chr4	5520588	5520649	61	DEL
Chr4	5322924	5322984	60	INS
Chr4	5567937	5574196	6259	DUP
Chr4	5567937	5575605	7668	TL
Chr4	5570566	5570620	54	DEL
Chr4	5568342	5570596	2254	DUP
Chr4	5568342	5571511	3169	DUP
Chr4	5575436	5575985	549	DEL
Chr4	5573274	5574811	1537	DUP
Chr4	5574331	5574606	275	DUP
Chr4	5581567	5583570	2003	DUP
Chr4	5581609	5586563	4954	TL
Chr4	5583965	5586563	2598	DUP
Chr4	5584541	5586543	2002	TL
Chr4	5604458	5606170	1712	DUP
Chr4	5611940	5612140	200	DUP
Chr4	5612399	5612879	480	TL
Chr4	5613400	5613593	193	TL
Chr4	5388696	5388988	292	INS
Chr4	5626248	5627367	1119	DEL
Chr4	5627564	5628466	902	DEL
Chr4	5673241	5673732	491	DEL
Chr4	5666998	5667650	652	DUP
Chr4	5671236	5671931	695	DUP
Chr4	5671272	5671929	657	DUP
Chr4	5671272	5672046	774	DUP
Chr4	5679240	5679704	464	TL
Chr4	5679724	5680035	311	DUP
Chr4	5680072	5680768	696	DUP
Chr4	5681775	5682690	915	TL
Chr4	5683901	5697849	13948	DUP
Chr4	5690242	5697851	7609	DUP
Chr4	5691828	5697847	6019	DUP
Chr4	5702445	5703101	656	DUP
Chr4	5710351	5710407	56	DEL
Chr4	5514631	5520334	5703	INS
Chr4	5530101	5535101	5000	INS
Chr4	5543356	5543426	70	INS
Chr4	5790804	5791887	1083	DUP
Chr4	5822391	5827309	4918	DEL
Chr4	5618036	5618116	80	INS
Chr4	5844018	5845007	989	DUP
Chr4	5857749	5858648	899	DUP
Chr4	5861082	5861784	702	DUP
Chr4	5868887	5869215	328	DUP
Chr4	5871550	5871705	155	DUP
Chr4	5872717	5873491	774	DUP
Chr4	5875046	5875945	899	DUP
Chr4	5886191	5886519	328	DUP
Chr4	5888853	5889008	155	DUP
Chr4	5890019	5890793	774	DUP
Chr4	5892349	5893248	899	DUP
Chr4	5893413	5895041	1628	DUP
Chr4	5901318	5902215	897	DUP
Chr4	5904651	5905353	702	DUP
Chr4	5905492	5907656	2164	DUP
Chr4	5912291	5912616	325	DUP
Chr4	5929600	5929942	342	DUP
Chr4	5934131	5934849	718	DUP
Chr4	5943242	5951590	8348	DUP
Chr4	5943242	5951590	8348	TL
Chr4	5951591	5961596	10005	DUP
Chr4	5952261	5952480	219	DUP
Chr4	5964449	5964690	241	TL
Chr4	5965857	5970868	5011	TL
Chr4	5965858	5968602	2744	DUP
Chr4	5969094	5970431	1337	DUP
Chr4	5970436	5970868	432	DUP
Chr4	5666837	5666889	52	INS
Chr4	5976694	5977267	573	DUP
Chr4	5979422	5979682	260	DUP
Chr4	5672904	5675790	2886	INS
Chr4	5982200	5982398	198	DEL
Chr4	5987004	5991976	4972	TL
Chr4	5998675	6000715	2040	DUP
Chr4	6000956	6002997	2041	DUP
Chr4	6003238	6005270	2032	DUP
Chr4	6054485	6054542	57	DEL
Chr4	6033542	6034590	1048	DUP
Chr4	6067395	6072639	5244	DUP
Chr4	6067478	6072635	5157	TL
Chr4	6103673	6106853	3180	TL
Chr4	6109163	6109897	734	DUP
Chr4	6113710	6116488	2778	TL
Chr4	5815787	5815851	64	INS
Chr4	6157856	6158035	179	DUP
Chr4	6157878	6158780	902	DUP
Chr4	5832318	5832497	179	INS
Chr4	6165159	6166306	1147	DUP
Chr4	6168354	6169230	876	TL
Chr4	6168552	6169233	681	DUP
Chr4	6171973	6172552	579	DUP
Chr4	6173125	6173478	353	DUP
Chr4	6178448	6179575	1127	TL
Chr4	6179111	6179575	464	DUP
Chr4	6179111	6179575	464	DUP
Chr4	6183611	6185141	1530	TL
Chr4	6194170	6197335	3165	DEL
Chr4	5877515	5877610	95	INS
Chr4	6252429	6253061	632	DUP
Chr4	6279021	6279610	589	DUP
Chr4	6279610	6280046	436	DUP
Chr4	6280055	6280276	221	DUP
Chr4	6280480	6281570	1090	DUP
Chr4	6300778	6301531	753	TL
Chr4	6339151	6339447	296	DUP
Chr4	6339465	6340022	557	DUP
Chr4	6365767	6366064	297	DUP
Chr4	6366080	6367678	1598	TL
Chr4	6367014	6367676	662	DUP
Chr4	6376615	6379047	2432	TL
Chr4	6414054	6414640	586	DUP
Chr4	6414085	6414361	276	DUP
Chr4	6422795	6422875	80	DEL
Chr4	6101759	6101828	69	INS
Chr4	6428929	6429958	1029	TL
Chr4	6505634	6506265	631	DUP
Chr4	6244134	6244281	147	INS
Chr4	6551375	6551465	90	DEL
Chr4	6552646	6553283	637	TL
Chr4	6554162	6554224	62	DEL
Chr4	6633026	6633532	506	TL
Chr4	6638808	6639500	692	TL
Chr4	6327167	6327225	58	INS
Chr4	6329787	6329862	75	INS
Chr4	6653017	6656056	3039	DUP
Chr4	6660987	6661475	488	DUP
Chr4	6666199	6666290	91	DEL
Chr4	6686546	6687141	595	DUP
Chr4	6700241	6701357	1116	TL
Chr4	6704838	6704998	160	DUP
Chr4	6435152	6435387	235	INS
Chr4	6756643	6757695	1052	DUP
Chr4	6757760	6758031	271	DUP
Chr4	6475242	6475385	143	INS
Chr4	6808237	6809895	1658	DUP
Chr4	6830535	6830825	290	DEL
Chr4	6601715	6601847	132	INS
Chr4	6908381	6908805	424	DUP
Chr4	6908773	6909132	359	DUP
Chr4	6911515	6912412	897	DUP
Chr4	6633657	6633725	68	INS
Chr4	6646614	6646669	55	INS
Chr4	6652202	6654321	2119	INS
Chr4	6934365	6935214	849	DUP
Chr4	6935684	6935748	64	DEL
Chr4	6936123	6936199	76	DEL
Chr4	6714368	6716426	2058	INS
Chr4	6992609	6992866	257	TL
Chr4	6993173	6994302	1129	DUP
Chr4	7011753	7012004	251	DEL
Chr4	6742723	6742898	175	INS
Chr4	7028538	7030199	1661	DUP
Chr4	7030453	7032052	1599	DUP
Chr4	7032134	7032560	426	TL
Chr4	7032309	7032554	245	DUP
Chr4	7032555	7032959	404	DUP
Chr4	7033264	7034251	987	DUP
Chr4	7034251	7034793	542	TL
Chr4	7034794	7035104	310	DUP
Chr4	7036073	7036413	340	DEL
Chr4	7040901	7042112	1211	TL
Chr4	6790988	6791496	508	INS
Chr4	7058600	7059397	797	DUP
Chr4	7099846	7100636	790	DUP
Chr4	7101228	7101458	230	DUP
Chr4	7102105	7102617	512	TL
Chr4	7103071	7103452	381	DEL
Chr4	7154778	7155376	598	TL
Chr4	7170901	7171220	319	DEL
Chr4	7190993	7191580	587	DUP
Chr4	7216505	7216833	328	DEL
Chr4	7232618	7232698	80	DEL
Chr4	7235535	7236660	1125	DUP
Chr4	7235910	7236301	391	TL
Chr4	7298993	7299365	372	TL
Chr4	7303683	7304050	367	DEL
Chr4	7359457	7364596	5139	TL
Chr4	7370876	7371035	159	DEL
Chr4	7381426	7382876	1450	TL
Chr4	7381451	7382685	1234	DUP
Chr4	7381451	7382875	1424	DUP
Chr4	7383845	7384283	438	TL
Chr4	7418678	7419556	878	DUP
Chr4	7490291	7490673	382	DUP
Chr4	7525024	7526695	1671	DUP
Chr4	7549136	7549189	53	DEL
Chr4	7575066	7576612	1546	DEL
Chr4	7561309	7564112	2803	DUP
Chr4	7594741	7595090	349	DUP
Chr4	7620745	7620804	59	DEL
Chr4	7687979	7688516	537	DUP
Chr4	7687980	7688516	536	DUP
Chr4	7691866	7695088	3222	DUP
Chr4	7695118	7698339	3221	DUP
Chr4	7698369	7701606	3237	DUP
Chr4	7454126	7454211	85	INS
Chr4	7464511	7464577	66	INS
Chr4	7466068	7466315	247	INS
Chr4	7467865	7468300	435	INS
Chr4	7732389	7732618	229	TL
Chr4	7502456	7502701	245	INS
Chr4	7507217	7507492	275	INS
Chr4	7508965	7509043	78	INS
Chr4	7809168	7809266	98	DEL
Chr4	7735560	7735948	388	DUP
Chr4	7735569	7735974	405	DUP
Chr4	7816826	7818036	1210	DUP
Chr4	7818037	7821792	3755	TL
Chr4	7827853	7828178	325	DUP
Chr4	7838347	7838942	595	DUP
Chr4	7852922	7853534	612	DUP
Chr4	7905766	7906366	600	DUP
Chr4	7660365	7660415	50	INS
Chr4	7918582	7919060	478	DEL
Chr4	7703816	7704184	368	INS
Chr4	7779054	7779110	56	INS
Chr4	7790213	7790267	54	INS
Chr4	7908880	7909393	513	DUP
Chr4	8004623	8007017	2394	DUP
Chr4	8035684	8039021	3337	DUP
Chr4	8040362	8041345	983	DUP
Chr4	8063576	8063716	140	DUP
Chr4	8063721	8065704	1983	TL
Chr4	8097396	8097457	61	DEL
Chr4	8118278	8118362	84	DEL
Chr4	8130590	8131273	683	DUP
Chr4	8130594	8131275	681	DUP
Chr4	8138329	8138557	228	TL
Chr4	8138604	8139345	741	DUP
Chr4	8138604	8139345	741	DUP
Chr4	8138604	8139345	741	DUP
Chr4	8139339	8148453	9114	DUP
Chr4	8139339	8148453	9114	DUP
Chr4	8139339	8148453	9114	DUP
Chr4	8152138	8152189	51	DEL
Chr4	7961431	7961483	52	INS
Chr4	8080068	8081014	946	INS
Chr4	8328367	8329716	1349	TL
Chr4	8351715	8351965	250	DEL
Chr4	8421099	8421906	807	DUP
Chr4	8442861	8443539	678	DUP
Chr4	8445902	8446170	268	DEL
Chr4	8473518	8473994	476	DEL
Chr4	8488193	8488244	51	DEL
Chr4	8460272	8460727	455	DUP
Chr4	8384000	8384608	608	INS
Chr4	8540308	8541428	1120	DUP
Chr4	8591239	8591530	291	DUP
Chr4	8591239	8591530	291	DUP
Chr4	8591243	8591530	287	DUP
Chr4	8591243	8591530	287	DUP
Chr4	8620885	8622121	1236	TL
Chr4	8670531	8671296	765	DUP
Chr4	8724118	8725040	922	DUP
Chr4	8728401	8729078	677	TL
Chr4	8728428	8730453	2025	DUP
Chr4	8740918	8742981	2063	DUP
Chr4	8740918	8744314	3396	DUP
Chr4	8740918	8744314	3396	TL
Chr4	8756569	8756634	65	DEL
Chr4	8764605	8764686	81	DEL
Chr4	8536910	8536977	67	INS
Chr4	8768548	8769326	778	DUP
Chr4	8802132	8802395	263	DUP
Chr4	8808035	8808206	171	DEL
Chr4	8836513	8837143	630	DUP
Chr4	8688566	8693086	4520	INS
Chr4	8700144	8700282	138	INS
Chr4	8899077	8899965	888	DUP
Chr4	8716100	8716439	339	INS
Chr4	8946382	8946800	418	TL
Chr4	8947216	8947760	544	TL
Chr4	8957985	8958748	763	DUP
Chr4	8783823	8783954	131	INS
Chr4	8818264	8818330	66	INS
Chr4	9035255	9035522	267	DUP
Chr4	9072889	9075031	2142	DUP
Chr4	9078958	9079468	510	DUP
Chr4	9085614	9086029	415	DEL
Chr4	9111576	9112130	554	TL
Chr4	9172337	9174282	1945	DUP
Chr4	8991191	8991243	52	INS
Chr4	9188005	9188666	661	DUP
Chr4	9283767	9284414	647	DUP
Chr4	9284783	9284917	134	DUP
Chr4	9317249	9317989	740	TL
Chr4	9320405	9320553	148	DUP
Chr4	9320553	9323352	2799	DUP
Chr4	9140853	9141377	524	INS
Chr4	9143533	9143665	132	INS
Chr4	9368715	9369343	628	DUP
Chr4	9414225	9414299	74	DEL
Chr4	9438785	9440508	1723	DUP
Chr4	9481515	9483815	2300	DUP
Chr4	9488927	9492000	3073	DUP
Chr4	9495177	9495782	605	DUP
Chr4	9508447	9508562	115	TL
Chr4	9509454	9510789	1335	TL
Chr4	9509582	9511752	2170	DUP
Chr4	9511749	9512364	615	DUP
Chr4	9513253	9513587	334	DUP
Chr4	9518296	9518728	432	DUP
Chr4	9520138	9520568	430	TL
Chr4	9520467	9522681	2214	DUP
Chr4	9523357	9523953	596	TL
Chr4	9523957	9525129	1172	DUP
Chr4	9293354	9294199	845	INS
Chr4	9537014	9537704	690	DEL
Chr4	9538392	9539228	836	DEL
Chr4	9542885	9545614	2729	TL
Chr4	9570498	9571233	735	DUP
Chr4	9571459	9575602	4143	TL
Chr4	9732598	9733738	1140	DUP
Chr4	9733022	9737731	4709	DUP
Chr4	9502627	9502828	201	INS
Chr4	9761894	9763034	1140	DUP
Chr4	9763643	9763814	171	TL
Chr4	9794409	9795625	1216	DUP
Chr4	9797433	9798603	1170	DUP
Chr4	9800541	9801963	1422	DUP
Chr4	9840688	9841441	753	TL
Chr4	9841967	9842608	641	DUP
Chr4	9908996	9913313	4317	DUP
Chr4	9913214	9914047	833	DUP
Chr4	9954147	9956411	2264	TL
Chr4	9954148	9954710	562	DUP
Chr4	9954154	9957278	3124	DUP
Chr4	9954155	9957616	3461	TL
Chr1	19860931	19860874	57	INS
Chr4	9955823	9957144	1321	DUP
Chr4	9956540	9958038	1498	DUP
Chr4	9956692	9957144	452	DUP
Chr4	9969170	9969226	56	DEL
Chr4	9981089	9981781	692	DUP
Chr4	10080169	10081828	1659	DUP
Chr4	9848753	9849054	301	INS
Chr4	9853793	9853854	61	INS
Chr4	9916929	9917073	144	INS
Chr4	10171529	10172206	677	DUP
Chr4	10173112	10174176	1064	DUP
Chr4	10174877	10175296	419	DUP
Chr4	9940479	9940623	144	INS
Chr4	9941140	9941298	158	INS
Chr4	10191659	10191830	171	DEL
Chr4	10040171	10040299	128	INS
Chr4	10283958	10286972	3014	TL
Chr4	10285677	10286964	1287	DUP
Chr4	10298255	10301892	3637	DUP
Chr4	10072986	10073730	744	INS
Chr4	10341386	10341755	369	DEL
Chr4	10351325	10351982	657	TL
Chr4	10351415	10351978	563	DUP
Chr4	10395349	10397382	2033	TL
Chr4	10396120	10396429	309	DUP
Chr4	10193477	10193529	52	INS
Chr4	10467125	10467275	150	DEL
Chr4	10526212	10526983	771	DEL
Chr4	10491217	10491495	278	DUP
Chr4	10529165	10529501	336	DUP
Chr4	10532928	10535285	2357	DUP
Chr4	10536243	10553988	17745	DUP
Chr4	10539612	10544186	4574	DUP
Chr4	10554613	10556973	2360	DUP
Chr4	10561898	10562186	288	INV
Chr4	10337611	10337799	188	INS
Chr4	10338656	10338963	307	INS
Chr4	10638796	10639984	1188	TL
Chr4	10417654	10417954	300	INS
Chr4	10462438	10462507	69	INS
Chr4	10713874	10714507	633	DUP
Chr4	10716410	10717043	633	DUP
Chr4	10721534	10721664	130	DEL
Chr4	10738215	10738781	566	DEL
Chr4	10768858	10769141	283	DEL
Chr4	10822168	10822364	196	DEL
Chr4	10569625	10569681	56	INS
Chr4	10860856	10860940	84	DEL
Chr4	10754827	10755042	215	DUP
Chr4	10755966	10756772	806	DUP
Chr4	10792641	10792998	357	DUP
Chr4	10870789	10871687	898	DUP
Chr4	10899527	10904692	5165	TL
Chr4	10999803	11000849	1046	DUP
Chr4	11024005	11024815	810	DUP
Chr4	11035376	11035684	308	DEL
Chr4	11036485	11039176	2691	DUP
Chr4	11036489	11039176	2687	DUP
Chr4	11039191	11040005	814	DUP
Chr4	11039906	11041016	1110	DUP
Chr4	11041012	11042316	1304	DUP
Chr4	11042317	11042608	291	DUP
Chr4	11042604	11042711	107	DUP
Chr4	11042715	11042973	258	TL
Chr4	11043004	11043480	476	DUP
Chr4	11043486	11045865	2379	TL
Chr4	11045871	11046239	368	DUP
Chr4	11046238	11046689	451	DUP
Chr4	11047726	11047950	224	TL
Chr4	11048183	11050149	1966	DUP
Chr4	11051442	11053408	1966	DUP
Chr4	11054701	11056667	1966	DUP
Chr4	11057960	11059926	1966	DUP
Chr4	11061219	11063185	1966	DUP
Chr4	11064478	11066444	1966	DUP
Chr4	11067737	11069703	1966	DUP
Chr4	11070996	11072962	1966	DUP
Chr4	11074255	11076221	1966	DUP
Chr4	11077057	11077284	227	TL
Chr4	11077514	11079480	1966	DUP
Chr4	11080316	11080489	173	DUP
Chr4	11080490	11082067	1577	DUP
Chr4	11082360	11084326	1966	DUP
Chr4	11085619	11087585	1966	DUP
Chr4	11088878	11090844	1966	DUP
Chr4	11092138	11097270	5132	DUP
Chr4	11097271	11098167	896	TL
Chr4	11097977	11098167	190	DUP
Chr4	11100522	11102488	1966	DUP
Chr4	11103513	11103734	221	DUP
Chr4	11103735	11105021	1286	TL
Chr4	11104540	11105055	515	DUP
Chr4	11109693	11116265	6572	DUP
Chr4	11109693	11117594	7901	DUP
Chr4	11110950	11111693	743	DUP
Chr4	11111692	11114275	2583	DUP
Chr4	11114356	11115483	1127	DUP
Chr4	11114497	11117567	3070	DUP
Chr4	11115256	11117567	2311	DUP
Chr4	11116808	11117195	387	DUP
Chr4	11121999	11122255	256	DUP
Chr4	11122766	11122824	58	DEL
Chr4	11123107	11123511	404	DUP
Chr4	11137482	11138177	695	TL
Chr4	11138910	11139362	452	DUP
Chr4	11193301	11193567	266	DUP
Chr4	11206982	11210931	3949	TL
Chr4	10909518	10909589	71	INS
Chr4	11283406	11283462	56	DEL
Chr4	11224157	11225870	1713	DUP
Chr4	11321880	11321935	55	DEL
Chr4	11076637	11078237	1600	INS
Chr4	11360859	11362945	2086	DUP
Chr4	11360868	11361209	341	DUP
Chr4	11360871	11362956	2085	DUP
Chr4	11379703	11380044	341	DUP
Chr4	11393339	11393409	70	DEL
Chr4	11140765	11140821	56	INS
Chr4	11497686	11498090	404	TL
Chr4	11597206	11597294	88	DEL
Chr4	11362011	11365099	3088	INS
Chr4	11371148	11371235	87	INS
Chr4	11372212	11372299	87	INS
Chr4	11676468	11681341	4873	TL
Chr4	11690291	11690585	294	DEL
Chr4	11452392	11452476	84	INS
Chr4	11740583	11740969	386	DEL
Chr4	11751722	11752250	528	DUP
Chr4	11820160	11825725	5565	DEL
Chr4	11834124	11838280	4156	DUP
Chr4	11834135	11838618	4483	DUP
Chr4	11869992	11872067	2075	DUP
Chr4	11623071	11623131	60	INS
Chr4	11915025	11915088	63	DEL
Chr4	11978721	11979604	883	DUP
Chr4	12052264	12052522	258	DUP
Chr4	12129313	12129492	179	TL
Chr4	12131294	12131466	172	TL
Chr4	11848045	11848244	199	INS
Chr4	12274291	12274430	139	DEL
Chr4	12306806	12309529	2723	DEL
Chr4	12448373	12448445	72	DEL
Chr4	12537266	12537345	79	DEL
Chr4	12570241	12570793	552	DUP
Chr4	12606769	12606886	117	DEL
Chr4	12698506	12699367	861	TL
Chr4	12731060	12731161	101	DEL
Chr4	12829388	12830337	949	DUP
Chr4	12844291	12845050	759	TL
Chr4	12844314	12845052	738	DUP
Chr4	12582987	12583055	68	INS
Chr4	12892361	12892757	396	DUP
Chr4	12648598	12648650	52	INS
Chr4	13027731	13027973	242	DUP
Chr4	13028162	13029285	1123	DUP
Chr4	12965379	12965498	119	INS
Chr4	13007375	13007857	482	INS
Chr4	13231187	13231671	484	DUP
Chr4	13336511	13338810	2299	DEL
Chr4	13079743	13080012	269	INS
Chr4	13133353	13133409	56	INS
Chr4	13505747	13507660	1913	TL
Chr4	13536672	13537670	998	DUP
Chr4	13536673	13537670	997	DUP
Chr4	13537669	13537985	316	DUP
Chr4	13540039	13540129	90	DEL
Chr4	13573351	13574880	1529	DUP
Chr4	13575572	13578314	2742	DUP
Chr4	13575645	13578295	2650	DUP
Chr4	13575645	13578295	2650	DUP
Chr4	13575645	13578295	2650	DUP
Chr4	13575645	13578295	2650	DUP
Chr4	13575645	13578295	2650	DUP
Chr4	13575645	13578295	2650	DUP
Chr4	13577706	13578314	608	DUP
Chr4	13647829	13647901	72	DEL
Chr4	13588077	13588773	696	DUP
Chr4	13588077	13588773	696	DUP
Chr4	13590902	13593287	2385	DUP
Chr4	13592374	13592671	297	DUP
Chr4	13770165	13770387	222	DEL
Chr4	13778062	13781584	3522	TL
Chr4	13823509	13823559	50	DEL
Chr4	13857523	13860154	2631	DUP
Chr4	13887278	13887514	236	TL
Chr4	13944459	13945081	622	DUP
Chr4	14031562	14031956	394	DUP
Chr4	14163498	14164887	1389	TL
Chr4	14236878	14236947	69	DEL
Chr4	14245792	14245872	80	DEL
Chr4	14220077	14220384	307	DUP
Chr4	14249963	14250704	741	TL
Chr4	14259129	14261689	2560	TL
Chr4	14263456	14263830	374	DUP
Chr4	14268486	14269790	1304	DEL
Chr4	14280565	14285086	4521	DUP
Chr4	14285099	14288304	3205	DUP
Chr4	14178709	14178795	86	INS
Chr4	14648683	14648740	57	DEL
Chr4	14479334	14479385	51	INS
Chr4	14750235	14750870	635	DUP
Chr4	14839513	14839617	104	DEL
Chr4	14911693	14912634	941	DEL
Chr4	14886799	14887576	777	DUP
Chr4	14886800	14887575	775	DUP
Chr4	14979113	14979167	54	DEL
Chr4	15012482	15014866	2384	DUP
Chr4	15172869	15173054	185	DEL
Chr4	15292806	15292885	79	DEL
Chr4	15363205	15363802	597	DEL
Chr4	15552122	15555077	2955	DUP
Chr4	15557746	15558502	756	INV
Chr4	15559246	15559610	364	TL
Chr4	15559704	15562536	2832	DUP
Chr4	15564746	15565547	801	DUP
Chr4	15565066	15565547	481	DUP
Chr4	15565075	15565547	472	DUP
Chr4	15565105	15565259	154	DUP
Chr4	15566540	15566823	283	DUP
Chr4	15451117	15451201	84	INS
Chr4	15698640	15698979	339	DUP
Chr4	15468189	15468368	179	INS
Chr4	15804389	15804457	68	DEL
Chr4	15816057	15816712	655	TL
Chr4	15676907	15677049	142	INS
Chr4	15922861	15924039	1178	DUP
Chr4	15950602	15950656	54	DEL
Chr4	16044149	16044233	84	DEL
Chr4	16200688	16200794	106	DEL
Chr4	16356234	16356292	58	DEL
Chr4	16054738	16055476	738	DUP
Chr4	16320787	16322461	1674	DUP
Chr4	16320792	16321077	285	DUP
Chr4	16183952	16184003	51	INS
Chr4	16629173	16631065	1892	DUP
Chr4	16476312	16476613	301	INS
Chr4	16493032	16493105	73	INS
Chr4	16729881	16729933	52	DEL
Chr4	16863264	16865070	1806	TL
Chr4	16864256	16865070	814	DUP
Chr4	16680156	16682135	1979	INS
Chr4	16920950	16921192	242	DEL
Chr4	16951534	16951676	142	DEL
Chr4	17081080	17081501	421	DUP
Chr4	17149577	17149953	376	DEL
Chr4	17158264	17158320	56	DEL
Chr4	16976129	16977043	914	INS
Chr4	17082257	17082883	626	DUP
Chr4	17009975	17010054	79	INS
Chr4	17263163	17263311	148	DEL
Chr4	17097406	17097460	54	INS
Chr4	17121417	17121469	52	INS
Chr4	17501314	17502207	893	TL
Chr4	17504108	17504336	228	DEL
Chr4	17345506	17345561	55	INS
Chr4	17589355	17589410	55	DEL
Chr4	17416068	17416134	66	INS
Chr4	17663717	17663777	60	DEL
Chr4	17655247	17655998	751	DUP
Chr4	17655731	17655959	228	DUP
Chr4	17655786	17655999	213	DUP
Chr4	17674153	17674518	365	TL
Chr4	17514277	17514345	68	INS
Chr4	17799580	17799764	184	DEL
Chr4	18087212	18087333	121	DEL
Chr4	18151816	18152511	695	DUP
Chr4	18201412	18202562	1150	DUP
Chr4	18247758	18249011	1253	DUP
Chr4	18250584	18251375	791	DEL
Chr4	18055156	18055217	61	INS
Chr4	18117834	18118121	287	INS
Chr4	18359244	18360820	1576	DUP
Chr4	18425509	18426669	1160	DUP
Chr4	18517298	18517766	468	DUP
Chr4	18517777	18518031	254	DUP
Chr4	18310487	18310596	109	INS
Chr4	18532383	18533642	1259	DUP
Chr4	18581595	18585056	3461	DUP
Chr5	1473	1592	119	INS
Chr5	16944	17027	83	INS
Chr5	41175	41991	816	DEL
Chr5	64772	71199	6427	DUP
Chr5	91101	91305	204	TL
Chr5	112816	113992	1176	TL
Chr5	217026	217080	54	DEL
Chr5	250092	251120	1028	DUP
Chr5	354138	356215	2077	TL
Chr5	416004	416124	120	INS
Chr5	490799	491065	266	TL
Chr5	491064	491332	268	DUP
Chr5	527942	528002	60	INS
Chr5	567316	567433	117	DEL
Chr5	585615	585734	119	INS
Chr5	610116	610509	393	TL
Chr5	706609	706998	389	DUP
Chr5	744055	744123	68	DEL
Chr5	765860	766105	245	DEL
Chr5	788854	788907	53	DEL
Chr5	829506	829566	60	DEL
Chr5	863208	863939	731	INS
Chr5	855736	855902	166	DEL
Chr5	856254	856419	165	DEL
Chr5	875031	875387	356	DUP
